,y2_hhid,sourceid,ag12a_0b,ag12a_01,ag12a_02_1,ag12a_02_2,ag12a_02_3,ag12a_02_4,ag12a_02_5,ag12a_02_6,ag12a_03,ag12a_04,ag12a_05,ag12a_06
7319,1204029002065201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7320,1205014001009601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7321,1205014001009601,NGO,NGO,NO,,,,,,,,,,
7322,1205014001009601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7323,1205014001009601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7324,1205014001009601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7325,1205014001021601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7326,1205014001021601,NGO,NGO,NO,,,,,,,,,,
7327,1205014001021601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7328,1205014001021601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7329,1205014001021601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7330,1205014001028701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7331,1205014001028701,NGO,NGO,NO,,,,,,,,,,
7332,1205014001028701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7333,1205014001028701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7334,1205014001028701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7335,1205014001032501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7336,1205014001032501,NGO,NGO,NO,,,,,,,,,,
7337,1205014001032501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7338,1205014001032501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7339,1205014001032501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7340,1205014001032701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7341,1205014001032701,NGO,NGO,NO,,,,,,,,,,
7342,1205014001032701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7343,1205014001032701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7344,1205014001032701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7345,1205014001039401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7346,1205014001039401,NGO,NGO,NO,,,,,,,,,,
7347,1205014001039401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7348,1205014001039401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7349,1205014001039401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7350,1205014001045301,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,0.0
7351,1205014001045301,NGO,NGO,NO,,,,,,,,,,
7352,1205014001045301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7353,1205014001045301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7354,1205014001045301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7355,1205015003014801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7356,1205015003014801,NGO,NGO,NO,,,,,,,,,,
7357,1205015003014801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7358,1205015003014801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7359,1205015003014801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7360,1205015003026301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7361,1205015003026301,NGO,NGO,NO,,,,,,,,,,
7362,1205015003026301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7363,1205015003026301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7364,1205015003026301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7365,1205015003026303,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7366,1205015003026303,NGO,NGO,NO,,,,,,,,,,
7367,1205015003026303,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7368,1205015003026303,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7369,1205015003026303,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7370,1205015003029701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7371,1205015003029701,NGO,NGO,NO,,,,,,,,,,
7372,1205015003029701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7373,1205015003029701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7374,1205015003029701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7375,1205015003032101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7376,1205015003032101,NGO,NGO,NO,,,,,,,,,,
7377,1205015003032101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7378,1205015003032101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7379,1205015003032101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7380,1205015003044501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7381,1205015003044501,NGO,NGO,NO,,,,,,,,,,
7382,1205015003044501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7383,1205015003044501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7384,1205015003044501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7385,1205015003051102,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7386,1205015003051102,NGO,NGO,NO,,,,,,,,,,
7387,1205015003051102,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7388,1205015003051102,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7389,1205015003051102,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7390,1205015003055801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7391,1205015003055801,NGO,NGO,NO,,,,,,,,,,
7392,1205015003055801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7393,1205015003055801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7394,1205015003055801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7395,1205015003070601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7396,1205015003070601,NGO,NGO,NO,,,,,,,,,,
7397,1205015003070601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7398,1205015003070601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7399,1205015003070601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7400,1206006004014801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7401,1206006004014801,NGO,NGO,NO,,,,,,,,,,
7402,1206006004014801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7403,1206006004014801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7404,1206006004014801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7405,1206006004026301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7406,1206006004026301,NGO,NGO,NO,,,,,,,,,,
7407,1206006004026301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7408,1206006004026301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7409,1206006004026301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7410,1206006004029701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7411,1206006004029701,NGO,NGO,NO,,,,,,,,,,
7412,1206006004029701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7413,1206006004029701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7414,1206006004029701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7415,1206006004029704,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7416,1206006004029704,NGO,NGO,NO,,,,,,,,,,
7417,1206006004029704,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7418,1206006004029704,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7419,1206006004029704,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7420,1206006004032101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7421,1206006004032101,NGO,NGO,NO,,,,,,,,,,
7422,1206006004032101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7423,1206006004032101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7424,1206006004032101,OTHER,"NYINGINE, TAJA",YES,YES,NO,NO,NO,YES,YES,AVERAGE,NO,,0.0
7425,1206006004044501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7426,1206006004044501,NGO,NGO,NO,,,,,,,,,,
7427,1206006004044501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7428,1206006004044501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7429,1206006004044501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7430,1206006004051101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7431,1206006004051101,NGO,NGO,NO,,,,,,,,,,
7432,1206006004051101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7433,1206006004051101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7434,1206006004051101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7435,1206006004051105,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7436,1206006004051105,NGO,NGO,NO,,,,,,,,,,
7437,1206006004051105,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7438,1206006004051105,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7439,1206006004051105,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7440,1206006004055801,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,1.0
7441,1206006004055801,NGO,NGO,NO,,,,,,,,,,
7442,1206006004055801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7443,1206006004055801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7444,1206006004055801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7445,1206006004070601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7446,1206006004070601,NGO,NGO,NO,,,,,,,,,,
7447,1206006004070601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7448,1206006004070601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7449,1206006004070601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7450,1206007005000601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7451,1206007005000601,NGO,NGO,NO,,,,,,,,,,
7452,1206007005000601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7453,1206007005000601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7454,1206007005000601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7455,1206007005003301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7456,1206007005003301,NGO,NGO,NO,,,,,,,,,,
7457,1206007005003301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7458,1206007005003301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7459,1206007005003301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7460,1206007005004201,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,YES,GOOD,NO,,0.0
7461,1206007005004201,NGO,NGO,NO,,,,,,,,,,
7462,1206007005004201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7463,1206007005004201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7464,1206007005004201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7465,1206007005004401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7466,1206007005004401,NGO,NGO,NO,,,,,,,,,,
7467,1206007005004401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7468,1206007005004401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7469,1206007005004401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7470,1206007005008101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7471,1206007005008101,NGO,NGO,NO,,,,,,,,,,
7472,1206007005008101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7473,1206007005008101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7474,1206007005008101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7475,1206007005008301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7476,1206007005008301,NGO,NGO,NO,,,,,,,,,,
7477,1206007005008301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7478,1206007005008301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7479,1206007005008301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7480,1206007005009401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7481,1206007005009401,NGO,NGO,NO,,,,,,,,,,
7482,1206007005009401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7483,1206007005009401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7484,1206007005009401,OTHER,"NYINGINE, TAJA",YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,2.0
7485,1206007005012201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7486,1206007005012201,NGO,NGO,NO,,,,,,,,,,
7487,1206007005012201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7488,1206007005012201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7489,1206007005012201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7490,1206007005012203,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7491,1206007005012203,NGO,NGO,NO,,,,,,,,,,
7492,1206007005012203,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7493,1206007005012203,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7494,1206007005012203,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7495,1206007005012204,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7496,1206007005012204,NGO,NGO,NO,,,,,,,,,,
7497,1206007005012204,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7498,1206007005012204,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7499,1206007005012204,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7500,1206016001002001,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,YES,GOOD,NO,,1.0
7501,1206016001002001,NGO,NGO,NO,,,,,,,,,,
7502,1206016001002001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7503,1206016001002001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7504,1206016001002001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7505,1206016001003501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7506,1206016001003501,NGO,NGO,NO,,,,,,,,,,
7507,1206016001003501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7508,1206016001003501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7509,1206016001003501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7510,1206016001003502,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7511,1206016001003502,NGO,NGO,NO,,,,,,,,,,
7512,1206016001003502,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7513,1206016001003502,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7514,1206016001003502,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7515,1206016001021801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7516,1206016001021801,NGO,NGO,NO,,,,,,,,,,
7517,1206016001021801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7518,1206016001021801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7519,1206016001021801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7520,1206016001022601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7521,1206016001022601,NGO,NGO,NO,,,,,,,,,,
7522,1206016001022601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7523,1206016001022601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7524,1206016001022601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7525,1206016001038301,GOVERNMENT EXTENSION,SERIKALI,YES,NO,NO,NO,NO,NO,YES,GOOD,YES,5000.0,2.0
7526,1206016001038301,NGO,NGO,NO,,,,,,,,,,
7527,1206016001038301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7528,1206016001038301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7529,1206016001038301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7530,1206016001040901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7531,1206016001040901,NGO,NGO,NO,,,,,,,,,,
7532,1206016001040901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7533,1206016001040901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7534,1206016001040901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7535,1206016001043801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7536,1206016001043801,NGO,NGO,NO,,,,,,,,,,
7537,1206016001043801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7538,1206016001043801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7539,1206016001043801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7540,1206016001044601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7541,1206016001044601,NGO,NGO,NO,,,,,,,,,,
7542,1206016001044601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7543,1206016001044601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7544,1206016001044601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7545,1207004001013001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7546,1207004001013001,NGO,NGO,NO,,,,,,,,,,
7547,1207004001013001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7548,1207004001013001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7549,1207004001013001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7550,1207004001026801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7551,1207004001026801,NGO,NGO,NO,,,,,,,,,,
7552,1207004001026801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7553,1207004001026801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7554,1207004001026801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7555,1207004001040201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7556,1207004001040201,NGO,NGO,NO,,,,,,,,,,
7557,1207004001040201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7558,1207004001040201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7559,1207004001040201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7560,1207004001048601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7561,1207004001048601,NGO,NGO,NO,,,,,,,,,,
7562,1207004001048601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7563,1207004001048601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7564,1207004001048601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7565,1207004001055301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7566,1207004001055301,NGO,NGO,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,0.0
7567,1207004001055301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7568,1207004001055301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7569,1207004001055301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7570,1207004001073701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7571,1207004001073701,NGO,NGO,NO,,,,,,,,,,
7572,1207004001073701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7573,1207004001073701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7574,1207004001073701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7575,1207004001074601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7576,1207004001074601,NGO,NGO,NO,,,,,,,,,,
7577,1207004001074601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7578,1207004001074601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7579,1207004001074601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7580,1208011001006701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7581,1208011001006701,NGO,NGO,NO,,,,,,,,,,
7582,1208011001006701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7583,1208011001006701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7584,1208011001006701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7585,1208011001006703,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7586,1208011001006703,NGO,NGO,NO,,,,,,,,,,
7587,1208011001006703,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7588,1208011001006703,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7589,1208011001006703,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7590,1208011001006705,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7591,1208011001006705,NGO,NGO,NO,,,,,,,,,,
7592,1208011001006705,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7593,1208011001006705,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7594,1208011001006705,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7595,1208011001007501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7596,1208011001007501,NGO,NGO,NO,,,,,,,,,,
7597,1208011001007501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7598,1208011001007501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7599,1208011001007501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7600,1208011001009401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7601,1208011001009401,NGO,NGO,NO,,,,,,,,,,
